xSrcPort,xDstPort,xPkt,xMin_Pbyte0,xMin_Pbyte1,xMax_Pbyte0,xMax_Pbyte1,xIni_Pbyte0,xMax_ConsPkt0,Class
4024,8000,11,55,63,55,55,655,5,
40262,8000,2,78,37,78,78,37,1,
57020,21049,42,65,65,1237,1237,1233,23,
1863,18888,4,250,125,250,250,1203,2,
1863,1863,166,87,88,87,96,1129,17,
1863,2053,6,87,90,87,89,400,3,
1863,24272,5,87,88,87,89,88,3,
1863,41478,4,87,0,87,87,0,4,
1863,8019,8,71,19,71,71,19,4,
1863,1051,4,87,0,87,87,0,4,
1863,8005,2,70,19,70,70,19,1,
1863,1863,12,62,46,87,89,98,4,
1863,35809,6,87,88,87,89,748,3,
1863,1863,6,87,45,87,87,45,4,
1863,21334,6,87,71,87,87,71,2,
1863,27331,14,87,44,87,96,743,6,
1863,8009,8,33,19,70,70,36,4,
1863,28833,6,87,71,87,87,71,2,
1863,13386,12,87,73,87,87,73,2,
1863,57408,181,87,44,87,96,1129,21,
1863,1863,14,87,44,87,94,573,7,
1863,8015,6,71,19,71,71,19,3,
1863,1863,9,87,44,87,89,88,5,
1863,8014,4,72,19,72,72,19,2,
1863,50750,4,87,0,87,87,0,4,
1863,5120,15,87,46,87,89,524,5,
1863,5516,20,87,44,87,95,1128,7,
1863,1863,11,87,44,87,89,88,5,
1863,11195,4,87,0,87,87,0,4,
1863,8008,2,72,19,72,72,19,1,
1863,1863,4,87,0,87,87,0,4,
1863,8013,2,71,19,71,71,19,1,
1863,1863,14,87,45,87,87,71,4,
1863,1863,2,87,0,87,87,0,2,
1863,15535,4,87,0,87,87,0,4,
1863,8018,2,74,19,74,74,19,1,
60996,24018,44,72,72,1245,1245,1241,21,
56321,9021,2,52,52,52,52,52,1,
61564,8000,2,242,274,242,242,274,1,
56321,9026,2,52,52,52,52,52,1,
60996,24018,370,73,72,73,1245,1241,243,
1863,57408,71,95,1128,95,96,1129,14,
1863,1863,78,95,1128,96,96,1129,13,
1863,5516,93,95,1128,96,96,1129,16,
52218,60622,36,72,72,1245,1245,1245,18,
4024,8000,2,47,55,47,47,55,1,
57020,21049,31,65,65,1237,1237,1233,16,
56321,9026,2,52,52,52,52,52,1,
56321,9022,2,52,52,52,52,52,1,
1863,1863,1,94,0,94,94,0,1,
1863,27331,4,89,1128,95,95,1128,2,
1863,57408,165,89,755,96,96,1129,18,
1863,1863,82,89,753,96,96,1129,9,
1863,5516,197,89,755,96,96,1129,17,
52218,60622,156,72,72,1245,1245,1245,62,
4024,8000,6,55,63,55,55,655,3,
56092,53,6,35,51,35,39,100,3,
57020,21049,329,65,65,121,1237,1233,119,
56321,9023,2,52,52,52,52,52,1,
1863,8002,2,33,36,33,33,36,1,
4028,8000,2,47,55,47,47,55,1,
56321,9021,2,52,52,52,52,52,1,
1863,41478,4,87,0,87,87,0,4,
1863,8019,4,71,19,71,71,19,2,
1863,1051,4,87,0,87,87,0,4,
1863,8005,2,70,19,70,70,19,1,
1863,1863,11,87,44,87,89,88,5,
1863,50750,4,87,0,87,87,0,4,
1863,8012,2,71,19,71,71,19,1,
1863,11195,4,87,0,87,87,0,4,
1863,8008,2,72,19,72,72,19,1,
1863,1863,4,87,0,87,87,0,4,
1863,8013,2,71,19,71,71,19,1,
1863,1863,2,87,0,87,87,0,2,
1863,15535,4,87,0,87,87,0,4,
1863,8018,2,74,19,74,74,19,1,
1863,1863,1,89,0,89,89,0,1,
1863,2053,2,89,400,89,89,400,1,
1863,21334,3,89,71,89,89,71,1,
1863,24272,1,89,0,89,89,0,1,
1863,1863,2,89,561,89,89,561,1,
1863,1863,1,89,0,89,89,0,1,
1863,5120,2,89,520,89,89,520,1,
1863,28833,3,89,71,89,89,71,1,
1863,1863,1,89,0,89,89,0,1,
1863,13386,6,89,73,89,89,73,1,
1863,35809,1,89,0,89,89,0,1,
1863,1863,1,89,0,89,89,0,1,
1863,18888,2,250,631,250,250,631,1,
1863,57408,230,95,1128,95,96,1129,23,
1863,1863,125,96,1129,96,96,1129,14,
1863,5516,138,96,1129,96,96,1129,10,
1863,1863,1,94,0,94,94,0,1,
60996,24018,333,72,72,1245,1245,1241,217,
59245,16690,622,73,72,1245,1245,1241,284,
55761,42548,332,65,65,1237,1237,1233,213,
7000,7700,1,95,0,95,95,0,1,
60006,53,4,38,83,38,38,129,2,
56321,9025,2,52,52,52,52,52,1,
7000,8000,1,92,0,92,92,0,1,
1863,1863,4,87,0,87,87,0,4,
1863,8018,2,71,19,71,71,19,1,
1863,7921,10,87,44,87,96,1129,6,
1863,8004,2,70,19,70,70,19,1,
1863,1024,10,87,44,87,89,755,5,
1863,8003,2,70,19,70,70,19,1,
56321,9022,2,52,52,52,52,52,1,
6881,22544,1,119,0,119,119,0,1,
59245,16690,569,72,72,73,1245,1225,316,
4016,8000,2,47,55,47,47,55,1,
1863,57408,208,94,277,96,96,1129,26,
1863,1863,75,95,1129,96,96,1129,10,
1863,1863,6,94,98,94,94,98,1,
1863,1863,83,95,1128,95,95,1128,13,
1863,7921,3,96,1129,96,96,1129,1,
52218,60622,32,73,73,1245,1245,1245,16,
56321,9023,2,52,52,52,52,52,1,
4024,8000,16,55,63,55,55,655,8,
1863,5516,47,95,1128,96,96,1129,7,
57020,21049,358,65,65,1237,1237,1233,135,
60996,24018,88,73,72,1245,1245,1241,52,
7000,62525,1,95,0,95,95,0,1,
56321,9070,2,52,52,52,52,52,1,
4000,8000,2,47,55,47,47,55,1,
56156,50867,1,329,0,329,329,0,1,
55761,42548,194,65,65,1237,1237,1217,115,
60996,24018,321,72,72,1245,1245,1241,209,
56321,9070,2,52,52,52,52,52,1,
59245,16690,645,72,72,73,1245,1225,238,
1863,57408,127,89,755,96,96,1129,18,
1863,1863,4,89,98,89,94,533,2,
1863,7921,54,89,755,96,96,1129,10,
4024,8000,18,47,55,55,55,655,9,
57020,21049,32,65,65,1237,1237,1233,17,
1863,1863,40,89,753,95,96,1129,8,
1863,41478,1,62,0,62,62,0,1,
1863,1051,1,62,0,62,62,0,1,
1863,50750,1,62,0,62,62,0,1,
1863,11195,1,62,0,62,62,0,1,
1863,1863,1,62,0,62,62,0,1,
1863,1863,1,62,0,62,62,0,1,
1863,15535,1,62,0,62,62,0,1,
1863,30011,2,254,135,254,254,135,1,
1863,27331,35,89,735,95,96,1129,8,
1863,1863,1,89,0,89,89,0,1,
1863,2053,2,89,400,89,89,400,1,
1863,21334,3,89,71,89,89,71,1,
1863,24272,1,89,0,89,89,0,1,
1863,1863,1,89,0,89,89,0,1,
1863,5120,2,89,520,89,89,520,1,
1863,28833,3,89,71,89,89,71,1,
1863,1863,1,89,0,89,89,0,1,
1863,13386,6,89,73,89,89,73,1,
1863,35809,3,89,732,95,95,732,2,
1863,1863,1,89,0,89,89,0,1,
1863,1024,5,89,755,95,95,1129,2,
1863,1863,20,89,755,96,96,1129,5,
56321,9070,2,52,52,52,52,52,1,
56160,50867,1,329,0,329,329,0,1,
56321,9070,2,52,52,52,52,52,1,
1863,1863,77,95,1128,95,96,1129,12,
1863,7921,79,94,1129,96,96,1129,13,
1863,27331,124,95,1128,96,96,1129,19,
1863,35809,38,95,1128,96,96,1129,9,
52218,60622,36,72,72,1245,1245,1245,18,
4024,8000,4,55,63,55,55,143,2,
1863,1863,2,94,98,94,94,98,1,
60996,24018,34,72,72,1245,1245,1241,18,
56321,9070,2,52,52,52,52,52,1,
7000,11884,1,92,0,92,92,0,1,
56321,9070,2,52,52,52,52,52,1,
56168,52260,1,337,0,337,337,0,1,
56285,9617,1,117,0,117,117,0,1,
55761,42548,131,65,65,1237,1237,1217,75,
1863,27331,177,89,719,95,96,1136,15,
1863,57408,68,89,755,96,96,1129,12,
1863,35809,130,89,708,96,96,1129,17,
52218,60622,36,72,72,1245,1245,1245,18,
57020,21049,34,65,65,121,1237,1233,18,
1863,1863,103,89,731,95,96,1129,19,
56321,9070,2,52,52,52,52,52,1,
1863,1863,3,89,506,94,94,506,2,
12345,8000,4,78,37,78,78,37,2,
1863,5516,13,89,755,96,96,1129,2,
56321,9070,2,52,52,52,52,52,1,
1863,1863,1,62,0,62,62,0,1,
1863,24272,2,62,62,62,62,62,1,
1863,1863,1,62,0,62,62,0,1,
1863,1863,1,62,0,62,62,0,1,
1863,1024,5,89,755,95,95,1129,2,
1863,2053,2,89,400,89,89,400,1,
1863,21334,3,89,71,89,89,71,1,
1863,5120,2,89,520,89,89,520,1,
1863,28833,1,89,0,89,89,0,1,
1863,13386,2,89,98,89,89,98,1,
1863,1863,1,89,0,89,89,0,1,
1863,18888,3,250,1190,362,362,1190,2,
52218,60622,36,72,72,1245,1245,1245,18,
60996,24018,153,72,72,129,1245,1241,104,
1863,35809,110,95,997,96,96,1129,19,
1863,7921,47,95,1128,95,96,1129,10,
1863,27331,124,95,1128,95,96,1132,14,
1863,57408,86,95,1128,95,96,1129,13,
57020,21049,346,65,65,1237,1237,1233,134,
1863,13386,2,62,64,62,62,64,1,
52874,9617,1,117,0,117,117,0,1,
60996,24018,258,73,72,1245,1245,1241,159,
7000,28056,2,28,28,28,28,28,1,
52218,60622,32,73,73,1245,1245,1245,16,
1863,7921,32,95,1128,96,96,1129,7,
1863,27331,122,94,1129,96,96,1129,19,
1863,1863,61,95,1129,96,96,1129,12,
1863,5516,128,96,163,96,96,1129,15,
1863,1863,16,95,1129,96,96,1129,3,
57020,21049,34,65,65,1237,1237,1233,18,
1863,35809,9,96,1129,96,96,1129,3,
1863,1863,1,94,0,94,94,0,1,
6881,22544,1,119,0,119,119,0,1,
52218,60622,28,72,72,1245,1245,1245,13,
1863,7921,45,89,755,95,96,1129,12,
1863,57408,93,89,755,95,96,1129,14,
1863,35809,26,89,684,95,96,1129,5,
1863,5516,189,89,755,95,96,1129,21,
57020,21049,36,65,65,1237,1237,1233,19,
1863,1863,2,44,0,44,44,0,2,
1863,1863,2,62,62,62,62,62,1,
1863,1863,10,89,1128,89,96,1128,2,
1863,1024,5,89,755,96,96,1130,2,
1863,2053,2,89,400,89,89,400,1,
1863,21334,3,89,71,89,89,71,1,
1863,1863,3,89,98,89,89,496,1,
1863,5120,2,89,520,89,89,520,1,
1863,28833,1,89,0,89,89,0,1,
1863,18888,2,250,1209,250,250,1209,1,
1863,1024,7,87,44,87,89,44,5,
1863,8017,4,72,19,72,72,19,2,
1863,5734,17,87,21,87,89,593,5,
1863,8006,2,72,19,72,72,19,1,
1863,16789,4,87,0,87,87,0,4,
1863,8007,4,72,19,72,72,19,2,
1863,1863,10,87,44,87,89,695,5,
1863,1863,10,87,44,87,89,753,5,
1863,8020,2,71,19,71,71,19,1,
1863,26423,6,87,90,87,89,424,3,
1863,29285,4,87,0,87,87,0,4,
1863,1863,4,87,0,87,87,0,4,
1863,43906,15,87,46,87,89,740,5,
1863,8017,2,72,19,72,72,19,1,
1863,1863,2,87,0,87,87,0,2,
52218,60622,50,72,72,73,1245,1245,22,
59245,16690,367,72,72,77,1245,1241,144,
56321,9022,2,52,52,52,52,52,1,
1863,27331,142,95,1128,96,96,1129,18,
1863,7921,28,95,1128,96,96,1129,5,
1863,57408,37,95,533,96,96,1129,7,
1863,5734,245,95,1128,96,96,1129,28,
1863,26423,6,94,1129,94,95,1130,2,
1863,1863,62,95,1128,96,96,1129,11,
1863,35809,87,95,1128,95,96,1129,12,
60996,24018,330,72,72,1245,1245,1241,212,
56321,9025,2,52,52,52,52,52,1,
49581,9617,1,117,0,117,117,0,1,
7000,19913,1,95,0,95,95,0,1,
60514,53,2,37,120,37,37,120,1,
56321,9026,2,52,52,52,52,52,1,
1863,26423,13,89,1130,95,95,1130,5,
1863,1863,100,89,1127,96,96,1129,26,
1863,27331,128,89,1128,96,96,1129,17,
1863,7921,30,89,333,96,96,1129,9,
1863,57408,134,89,1128,96,96,1129,19,
1863,35809,113,89,1128,96,96,1129,18,
1863,1863,90,89,1128,96,96,1129,13,
1863,5516,37,89,1128,96,96,1129,7,
1863,5734,97,89,333,96,96,1129,10,
1863,1863,18,89,1127,94,96,1129,4,
52218,60622,54,73,72,1245,1245,1245,28,
4024,8000,10,47,55,55,55,655,5,
60996,24018,29,72,73,1245,1245,1241,13,
7000,8706,4,77,38,77,77,38,2,
56321,9021,2,52,52,52,52,52,1,
63850,53,2,37,125,37,37,125,1,
1863,1863,2,44,0,44,44,0,2,
56321,9026,2,52,52,52,52,52,1,
1863,1024,1,89,0,89,89,0,1,
1863,1024,1,89,0,89,89,0,1,
1863,2053,2,89,400,89,89,400,1,
1863,21334,3,89,71,89,89,71,1,
1863,1863,1,89,0,89,89,0,1,
1863,5120,1,89,0,89,89,0,1,
1863,43906,2,89,736,89,89,736,1,
1863,1863,2,89,696,89,89,696,1,
60996,24018,51,72,72,73,1245,1241,25,
52218,60622,44,72,72,1245,1245,1245,21,
55761,42548,406,65,65,65,1237,1233,160,
1863,1863,95,95,1128,95,96,1136,9,
1863,43906,3,95,1131,95,95,1131,1,
1863,1863,498,95,1128,95,96,1129,50,
4024,8000,4,55,63,55,55,655,2,
56321,9025,2,52,52,52,52,52,1,
1863,16789,4,87,0,87,87,0,4,
1863,8007,2,72,19,72,72,19,1,
1863,1863,4,87,0,87,87,0,4,
1863,8015,2,72,19,72,72,19,1,
1863,1863,2,87,0,87,87,0,2,
1863,8002,2,33,36,33,33,36,1,
56321,9025,2,52,52,52,52,52,1,
1863,29285,22,96,1129,96,96,1129,7,
1863,1863,153,95,1128,96,96,1129,36,
1863,57408,141,95,1128,96,96,1129,26,
1863,27331,135,95,1128,95,96,1129,21,
1863,35809,98,95,1128,95,96,1129,12,
1863,5516,43,95,1129,96,96,1129,4,
1863,1863,25,95,1128,96,96,1129,6,
1863,1863,443,94,577,96,96,1136,31,
52218,60622,26,72,77,1245,1245,1245,13,
7000,28056,4,28,28,28,66,76,2,
57020,21049,205,65,65,1237,1237,1233,132,
1863,1024,3,95,1129,95,95,1129,1,
56321,9022,2,52,52,52,52,52,1,
60996,24018,32,73,72,1245,1245,1241,17,
1863,1863,1,96,0,96,96,0,1,
7000,59036,1,95,0,95,95,0,1,
56321,9023,2,52,52,52,52,52,1,
4024,8000,4,55,63,55,55,655,2,
12345,8000,2,75,37,75,75,37,1,
55761,42548,89,65,65,73,1237,1217,41,
4024,8000,14,55,63,55,55,655,7,
52218,60622,53,72,72,1245,1245,1245,29,
1863,57408,123,89,751,96,96,1129,29,
1863,27331,81,89,667,96,96,1129,13,
1863,1863,15,89,649,96,96,1129,6,
1863,35809,57,89,628,95,96,1129,11,
1863,1863,233,89,749,96,96,1129,18,
1863,5734,21,89,565,96,96,1129,8,
40262,8000,2,77,37,77,77,37,1,
1863,8002,2,33,36,33,33,36,1,
56321,9021,2,52,52,52,52,52,1,
1863,1863,2,89,749,89,89,749,1,
1863,1024,5,89,751,96,96,1130,2,
1863,1024,2,89,529,89,89,529,1,
1863,43906,2,89,736,89,89,736,1,
1863,2053,3,89,64,89,89,400,1,
1863,21334,3,89,71,89,89,71,1,
1863,1863,2,89,492,89,89,492,1,
56321,9021,2,52,52,52,52,52,1,
1863,1863,37,96,1129,96,96,1129,13,
59245,16690,541,73,72,73,1245,1225,290,
1863,16789,1,62,0,62,62,0,1,
1863,1863,1,62,0,62,62,0,1,
1863,1863,1,62,0,62,62,0,1,
52218,60622,67,72,72,1245,1245,1245,37,
4024,8000,8,55,655,55,55,655,4,
1863,1863,16,95,1128,96,96,1129,6,
1863,5516,35,96,1129,96,96,1129,7,
60996,24018,345,72,72,108,1245,1225,122,
56321,9026,2,52,52,52,52,52,1,
1863,35809,21,95,1128,96,96,1129,7,
1863,43906,3,96,1132,96,96,1132,1,
7000,33753,1,95,0,95,95,0,1,
1863,1863,51,96,62,96,96,1129,6,
56321,9026,2,52,52,52,52,52,1,
1863,1863,9,96,1129,96,96,1129,3,
1863,1024,2,95,1129,95,95,1129,1,
1863,1863,2,96,1129,96,96,1129,1,
55761,42548,261,65,65,1237,1237,1217,164,
56321,9022,2,52,52,52,52,52,1,
1863,1863,2,62,62,62,62,62,1,
1863,1863,67,95,1128,96,96,1129,13,
1863,57408,26,95,1128,96,96,1129,9,
1863,5516,42,95,1128,96,96,1129,8,
1863,7921,46,95,1128,96,96,1129,9,
1863,1863,49,95,1128,96,96,1129,11,
1863,27331,81,95,669,96,96,1129,12,
1863,35809,55,94,1127,96,96,1129,11,
1863,1863,1,96,0,96,96,0,1,
1863,1863,104,95,1128,96,96,1132,26,
4024,8000,18,55,63,55,55,655,9,
52218,60622,304,73,72,529,1245,1245,195,
56321,9023,2,52,52,52,52,52,1,
7000,6410,1,95,0,95,95,0,1,
56321,9021,2,52,52,52,52,52,1,
7000,7700,1,95,0,95,95,0,1,
52218,60622,297,72,72,1245,1245,1245,194,
1863,26423,6,89,424,89,95,1130,2,
1863,1863,22,89,751,89,96,1129,8,
1863,57408,36,89,751,89,96,1129,9,
1863,7921,23,89,751,89,96,1129,8,
1863,5516,30,89,1128,89,96,1129,10,
1863,29285,13,89,751,89,96,1129,6,
1863,1863,52,89,637,89,96,1129,11,
1863,27331,43,89,659,89,96,1129,9,
1863,35809,22,89,616,96,96,1129,7,
1863,1863,23,89,751,96,96,1129,7,
1863,1863,84,89,749,89,96,1136,18,
1863,1024,5,89,751,96,96,1130,2,
1863,1024,2,89,529,89,89,529,1,
1863,43906,2,89,736,89,89,736,1,
1863,2053,2,89,400,89,89,400,1,
1863,21334,3,89,71,89,89,71,1,
1863,1863,2,89,488,89,89,488,1,
1863,18888,2,250,886,250,250,886,1,
57020,21049,571,65,65,1237,1237,1233,307,
60996,24018,379,72,72,1245,1245,1241,245,
56321,9025,2,52,52,52,52,52,1,
1863,1863,46,87,44,87,96,1132,11,
1863,8020,2,71,19,71,71,19,1,
1863,1863,4,87,0,87,87,0,4,
1863,8008,2,71,19,71,71,19,1,
1863,9025,57,87,88,87,96,1136,8,
56321,9022,2,52,52,52,52,52,1,
1863,1863,54,95,1128,95,96,1129,11,
1863,7921,13,95,1128,95,96,1129,5,
1863,57408,111,95,1128,95,96,1129,15,
1863,5516,63,95,1128,96,96,1129,11,
1863,1863,74,95,1128,96,96,1129,11,
1863,27331,35,95,1128,96,96,1129,9,
1863,35809,31,95,1128,96,96,1129,9,
1863,5734,29,95,88,96,528,1129,11,
1863,1863,51,95,1128,96,96,1129,12,
1863,1863,95,95,1128,96,96,1129,17,
1863,43906,3,96,1132,96,96,1132,1,
1863,9025,64,95,1128,96,96,1129,10,
57020,21049,65,65,65,389,1237,1217,37,
7000,28056,2,28,28,28,28,28,1,
56321,9023,2,52,52,52,52,52,1,
1863,1024,3,95,1129,95,95,1129,1,
7000,9805,1,67,0,67,67,0,1,
56321,9070,2,52,52,52,52,52,1,
6881,18610,2,119,297,119,119,297,1,
52218,60622,244,72,72,1245,1245,1245,154,
1863,57408,35,89,747,96,96,1129,10,
55761,42548,607,65,65,104,1237,1233,287,
7000,16636,1,95,0,95,95,0,1,
56321,9070,2,52,52,52,52,52,1,
57020,21049,324,65,65,1237,1237,1217,149,
1863,1024,5,89,747,95,95,1129,2,
1863,1024,2,89,529,89,89,529,1,
1863,43906,2,89,732,89,89,732,1,
1863,2053,2,89,400,89,89,400,1,
1863,21334,3,89,71,89,89,71,1,
1863,1863,2,89,484,89,89,484,1,
56321,9070,2,52,52,52,52,52,1,
52218,60622,36,72,72,1245,1245,1245,18,
1863,9025,23,95,1128,95,96,1129,7,
1863,1863,44,95,1128,95,96,1129,8,
1863,57408,31,95,325,95,96,1129,8,
1863,7921,35,94,1127,95,96,1129,6,
1863,27331,56,95,1128,95,96,1136,10,
1863,1863,23,95,1128,95,96,1129,8,
1863,5734,12,95,1128,95,95,1128,3,
1863,1863,301,95,1128,95,96,1136,36,
60996,24018,373,72,72,108,1245,1241,241,
1863,1863,4,87,0,87,87,0,4,
1863,8008,2,71,19,71,71,19,1,
62968,53,4,42,74,42,42,95,2,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
52218,60622,292,73,72,1245,1245,1245,187,
1863,1863,37,95,1128,96,96,1129,7,
1863,9025,37,95,1128,95,96,1129,8,
1863,1863,42,95,1128,95,96,1130,9,
1863,57408,34,95,1128,95,96,1129,8,
1863,7921,31,95,1128,95,96,1129,9,
1863,29285,67,95,1128,95,96,1129,12,
1863,5516,31,95,1128,95,96,1129,9,
1863,1863,60,95,1128,95,96,1129,12,
1863,27331,100,95,1128,95,96,1129,17,
1863,1863,25,95,1128,95,96,1129,8,
1863,35809,74,95,1128,95,96,1129,9,
1863,1863,60,95,1128,95,96,1129,13,
56321,9070,2,52,52,52,52,52,1,
57020,21049,35,65,65,1237,1237,1233,16,
1863,43906,3,96,1132,96,96,1132,1,
1863,1024,3,95,1129,95,95,1129,1,
12345,8000,4,76,37,76,77,37,2,
6881,18003,2,119,297,119,119,297,1,
56321,9070,2,52,52,52,52,52,1,
59245,16690,528,72,73,1201,1245,1241,230,
1863,1863,19,89,751,96,96,1129,7,
1863,9025,37,89,649,96,96,1129,9,
1863,7921,36,89,751,96,96,1129,9,
1863,5516,71,89,751,96,96,1129,13,
1863,1863,35,89,593,96,96,1129,10,
1863,27331,59,89,623,96,96,1129,13,
1863,35809,73,89,560,96,96,1129,13,
1863,1863,75,89,751,96,96,1129,15,
1863,1863,79,89,751,96,96,1129,16,
52218,60622,36,72,72,1245,1245,1245,18,
56321,9070,2,52,52,52,52,52,1,
55761,42548,34,65,65,104,1237,1217,17,
1863,26423,10,89,424,89,95,1130,3,
1863,1863,2,89,751,89,89,751,1,
1863,5734,2,89,527,89,89,527,1,
1863,1024,5,89,751,95,95,1129,2,
1863,1024,2,89,529,89,89,529,1,
1863,43906,2,89,736,89,89,736,1,
1863,2053,2,89,400,89,89,400,1,
1863,21334,1,89,0,89,89,0,1,
1863,1863,2,89,484,89,89,484,1,
1863,1863,1,62,0,62,62,0,1,
7000,7700,1,95,0,95,95,0,1,
1863,9025,80,94,199,96,96,1132,13,
1863,1863,38,95,1128,96,96,1129,7,
1863,29285,16,95,1129,96,96,1129,6,
1863,57408,35,95,1128,96,96,1129,8,
1863,7921,27,95,1128,96,96,1129,6,
1863,5516,32,95,1128,96,96,1129,7,
1863,1863,45,95,1128,96,96,1129,10,
1863,27331,30,95,1128,96,96,1129,7,
1863,1863,36,95,1128,96,96,1129,11,
1863,35809,81,95,1128,96,96,1129,15,
1863,1863,178,95,1128,96,96,1129,26,
52218,60622,186,72,73,1245,1245,1245,116,
57020,21049,379,65,65,1237,1237,1233,134,
7000,28056,2,28,28,28,28,28,1,
57020,21049,32,65,65,65,1237,1233,17,
1863,9025,47,89,633,96,96,1129,11,
1863,1863,22,89,751,96,96,1129,7,
1863,57408,44,89,751,96,96,1129,9,
1863,7921,24,89,751,96,96,1129,8,
1863,5516,57,89,751,96,96,1129,11,
1863,1863,64,89,569,96,96,1129,10,
1863,35809,49,89,536,96,96,1129,12,
1863,27331,41,89,607,96,96,1129,12,
1863,1863,21,89,751,96,96,1129,7,
1863,1863,152,89,227,96,96,1129,27,
1863,1024,5,89,529,95,95,1129,2,
1863,43906,5,89,736,96,96,1132,2,
52218,60622,36,72,72,1245,1245,1245,18,
1863,1863,1,62,0,62,62,0,1,
1863,1863,6,89,751,96,96,1130,2,
1863,1024,2,89,751,89,89,751,1,
1863,2053,2,89,400,89,89,400,1,
1863,21334,1,89,0,89,89,0,1,
51559,57746,1,329,0,329,329,0,1,
52218,60622,36,72,72,1245,1245,1245,18,
1863,1864,6,44,62,207,207,88,4,
1863,9025,28,96,1129,96,96,1129,6,
1863,57408,18,96,1129,96,96,1129,5,
1863,5516,56,96,1129,96,96,1129,10,
1863,7921,30,96,1129,96,96,1129,9,
1863,27331,98,94,889,96,96,1136,18,
1863,1863,92,95,1128,96,96,1136,20,
60996,24018,47,72,72,129,1245,1241,26,
57020,21049,349,65,65,72,1237,1233,132,
1863,1024,3,96,1130,96,96,1130,1,
1863,1863,55,95,1128,96,96,1129,10,
56285,9617,1,117,0,117,117,0,1,
50064,57746,1,329,0,329,329,0,1,
52218,60622,34,73,72,1245,1245,1245,17,
1863,9025,69,95,1128,95,96,1129,14,
1863,57408,28,95,1128,95,96,1129,7,
1863,5516,89,94,1101,95,96,1129,11,
1863,35809,42,95,1128,95,96,1129,8,
1863,1863,24,95,1128,95,96,1129,8,
1863,27331,55,95,1128,95,96,1129,13,
1863,1863,118,95,1128,95,96,1129,15,
1863,1863,93,95,1128,95,96,1129,18,
57020,21049,34,65,65,1237,1237,1233,18,
1863,7921,30,95,1128,95,96,1129,8,
4016,8000,2,47,71,47,47,71,1,
1863,29285,16,96,1129,96,96,1129,4,
1863,1863,53,44,88,689,1129,96,45,
6881,33779,2,119,297,119,119,297,1,
1863,1863,216,663,89,1129,1129,96,201,
52218,60622,36,72,72,1245,1245,1245,18,
1863,9025,91,89,593,96,96,1129,13,
1863,1863,66,89,711,95,96,1129,10,
1863,29285,15,89,711,95,96,1129,6,
1863,57408,67,89,409,95,96,1129,10,
1863,7921,26,89,711,95,96,1129,9,
1863,1863,84,89,711,95,96,1129,16,
1863,43906,5,89,696,95,95,1131,2,
57020,21049,137,65,65,1237,1237,1233,55,
55761,42548,60,65,65,104,1237,1233,32,
4005,8000,28,47,47,47,55,1047,14,
60996,24018,82,73,72,1245,1245,1241,48,
1863,21334,2,62,62,62,62,62,1,
1863,26423,3,89,392,89,89,1131,1,
1863,5734,4,89,88,89,578,499,2,
1863,1024,5,89,711,95,95,1129,2,
1863,1024,1,89,0,89,89,0,1,
1863,2053,2,89,380,89,89,380,1,
1863,18888,4,250,151,364,364,1203,2,
7000,12716,1,92,0,92,92,0,1,
4024,8000,2,47,55,47,47,55,1,
52874,9617,1,117,0,117,117,0,1,
1863,1863,11,87,44,87,95,523,6,
1863,8010,2,70,19,70,70,19,1,
1863,1863,13,87,46,87,89,98,5,
1863,8001,2,70,19,70,70,19,1,
1863,18717,4,87,0,87,87,0,4,
1863,8018,2,72,19,72,72,19,1,
1863,1863,10,87,45,87,87,71,4,
1863,8018,2,70,19,70,70,19,1,
1863,1863,1,258,0,258,258,0,1,
59245,16690,378,72,72,73,1245,1225,152,
60996,24018,183,72,72,1245,1245,1241,117,
52218,60622,34,72,73,1245,1245,1245,17,
1863,1863,27,95,1128,95,96,1129,8,
1863,57408,77,95,1128,95,96,1129,13,
1863,7921,52,95,1128,95,96,1129,10,
57020,21049,34,65,65,1237,1237,1233,18,
1863,5516,37,95,1128,96,96,1129,8,
1863,1863,9,96,1129,96,96,1129,3,
1863,9025,16,96,1129,96,96,1129,6,
1863,27331,52,96,1129,96,96,1129,11,
1863,1863,127,96,1129,96,96,1129,19,
1863,18888,4,250,125,250,250,1201,2,
63636,57746,1,329,0,329,329,0,1,
1863,5734,2,61,61,61,61,61,1,
7000,6410,1,95,0,95,95,0,1,
1863,45021,4,87,0,87,87,0,4,
1863,8011,2,70,19,70,70,19,1,
1863,1024,10,87,45,87,87,71,4,
1863,8010,2,72,19,72,72,19,1,
1863,1863,15,87,46,89,96,1132,6,
1863,8020,2,71,19,71,71,19,1,
1863,1863,12,87,73,87,87,73,2,
1863,17349,2,87,0,87,87,0,2,
12345,8000,2,77,37,77,77,37,1,
7000,7700,1,95,0,95,95,0,1,
52218,60622,36,72,72,1245,1245,1245,18,
1863,9025,50,89,531,96,96,1132,12,
1863,1863,60,89,649,96,96,1129,9,
1863,5516,34,89,649,96,96,1129,8,
1863,57408,35,89,649,96,96,1129,9,
1863,7921,30,89,649,96,96,1129,8,
1863,1863,66,89,195,96,96,1129,14,
1863,1863,21,89,649,96,96,1129,8,
1863,27331,57,89,505,96,96,1129,13,
1863,1863,131,89,649,96,96,1129,20,
1863,1863,42,89,491,96,96,1129,12,
40262,8000,2,77,37,77,77,37,1,
