xSrcPort,xDstPort,xPkt,xMin_Pbyte0,xMin_Pbyte1,xMax_Pbyte0,xMax_Pbyte1,xIni_Pbyte0,xMax_ConsPkt0,Class
12345,8000,2,148,29,148,148,29,1,
7000,9012,1,95,0,95,95,0,1,
7273,8829,2,258,260,258,258,260,1,
7000,53673,1,95,0,95,95,0,1,
50618,56982,5,72,72,81,108,104,3,
4016,8000,2,47,71,47,47,71,1,
51034,20000,2,28,64,28,28,64,1,
50618,56982,2,47,47,47,47,47,1,
4024,8000,2,47,55,47,47,55,1,
62268,45928,603,65,65,104,1237,1217,316,
50615,20266,86,65,65,1237,1237,1233,37,
4024,8000,2,47,119,47,47,119,1,
60136,8000,2,391,63,391,391,63,1,
7000,2222,1,95,0,95,95,0,1,
62268,45928,36,65,65,1237,1237,1217,18,
12345,8000,2,78,37,78,78,37,1,
7000,28056,2,28,28,28,28,28,1,
40262,8000,2,75,37,75,75,37,1,
60118,50867,1,329,0,329,329,0,1,
50047,53,4,37,37,37,37,37,2,
52895,50867,1,329,0,329,329,0,1,
52230,53,3,46,96,46,46,96,2,
50615,20266,251,65,65,1237,1237,1217,92,
1863,30013,2,359,151,359,359,151,1,
4028,8000,2,47,55,47,47,55,1,
51299,8000,4,139,127,289,289,543,2,
7000,33328,1,95,0,95,95,0,1,
1863,64441,7,44,89,169,1133,95,5,
1863,1863,2,44,0,44,44,0,2,
6881,13775,2,119,297,119,119,297,1,
4016,8000,2,47,55,47,47,55,1,
7000,18352,1,95,0,95,95,0,1,
4000,8000,3,47,55,47,47,87,1,
50615,20266,50,65,65,1237,1237,1217,20,
62268,45928,37,65,65,65,1237,1217,19,
7000,28056,4,28,28,28,66,76,2,
1863,8002,2,33,36,33,33,36,1,
6881,37149,2,119,297,119,119,297,1,
7000,8000,1,95,0,95,95,0,1,
50615,20266,524,65,65,65,1237,1233,193,
7273,8828,2,358,113,358,358,113,1,
56285,9617,1,117,0,117,117,0,1,
7000,7700,1,95,0,95,95,0,1,
50615,20266,437,65,65,72,1237,1233,252,
62268,45928,838,65,65,65,1237,1233,499,
53597,3544,2,69,117,69,69,117,1,
12345,8000,4,75,37,76,76,37,2,
62268,45928,36,65,65,104,1237,1217,18,
50615,20266,42,65,65,1237,1237,1233,20,
7000,7800,1,95,0,95,95,0,1,
52874,9617,1,117,0,117,117,0,1,
1863,18888,4,251,126,251,251,1243,2,
1863,25728,2,86,0,86,86,0,2,
1863,35956,194,86,43,86,95,1128,19,
1863,8008,6,71,18,71,71,18,3,
1863,27784,11,86,43,86,88,87,5,
1863,8007,2,69,18,69,69,18,1,
1863,1863,10,86,44,86,86,70,4,
1863,8001,2,71,18,71,71,18,1,
1863,1863,10,86,44,86,86,70,4,
1863,8020,8,70,18,70,74,18,4,
1863,57208,2,86,0,86,86,0,2,
1863,12840,6,86,70,86,86,70,2,
1863,10552,4,86,0,86,86,0,4,
1863,11872,4,86,0,86,86,0,4,
1863,8020,2,71,18,71,71,18,1,
1863,3984,6,86,70,86,86,70,2,
1863,20868,9,86,87,86,94,1132,4,
1863,40583,5,86,87,86,88,87,3,
1863,9859,6,86,70,86,86,70,2,
1863,13950,5,86,87,86,88,87,3,
1863,1193,4,86,0,86,86,0,4,
1863,8009,2,69,18,69,69,18,1,
1863,29347,11,86,43,86,88,87,5,
1863,8020,8,71,18,71,75,18,4,
1863,1863,2,86,0,86,86,0,2,
1863,6340,11,86,43,86,88,87,5,
1863,1863,357,86,87,86,95,1128,27,
1863,1863,8,86,44,86,86,70,2,
1863,1863,4,86,0,86,86,0,4,
1863,1863,4,86,0,86,86,0,4,
1863,1863,4,86,0,86,86,0,4,
1863,29872,4,86,0,86,86,0,4,
1863,44821,14,86,48,86,86,74,4,
7000,28056,4,28,28,28,66,73,2,
7273,8829,4,99,139,258,258,260,2,
7273,7273,1,72,0,72,72,0,1,
56835,53,6,37,37,37,39,179,3,
7000,20512,1,95,0,95,95,0,1,
63308,53,2,39,179,39,39,179,1,
7273,7273,3,72,0,72,72,0,3,
7000,7700,1,95,0,95,95,0,1,
50615,20266,380,65,65,1237,1237,1233,231,
49581,9617,1,117,0,117,117,0,1,
1863,35956,87,93,1126,94,95,1128,8,
60005,8000,2,242,274,242,242,274,1,
4028,8000,4,63,39,71,71,47,2,
6881,10549,2,119,297,119,119,297,1,
1863,35956,140,94,1127,95,95,1128,21,
1863,1863,105,95,1128,95,95,1128,10,
1863,13950,3,95,1127,95,95,1127,1,
7000,20512,1,95,0,95,95,0,1,
4028,8000,2,159,247,159,159,247,1,
7273,7273,1,72,0,72,72,0,1,
7000,8706,4,77,38,77,77,38,2,
1863,25728,2,86,0,86,86,0,2,
1863,57208,2,86,0,86,86,0,2,
1863,10552,4,86,0,86,86,0,4,
1863,8019,2,71,18,71,71,18,1,
1863,11872,15,86,43,86,95,1128,6,
1863,8020,2,71,18,71,71,18,1,
1863,1193,4,86,0,86,86,0,4,
1863,8009,2,69,18,69,69,18,1,
1863,1863,2,86,0,86,86,0,2,
1863,1863,4,86,0,86,86,0,4,
1863,8017,4,71,18,71,75,18,2,
1863,1863,4,86,0,86,86,0,4,
1863,8020,4,70,18,70,74,18,2,
1863,1863,4,86,0,86,86,0,4,
1863,29872,4,86,0,86,86,0,4,
1863,20868,3,95,1129,95,95,1129,1,
62268,45928,36,65,65,65,1237,1233,16,
1863,35956,208,88,140,95,95,1128,22,
1863,1863,71,88,140,95,95,1128,13,
1863,18888,4,251,135,255,255,1236,2,
1863,13950,2,88,0,95,95,0,2,
7000,1214,1,92,0,92,92,0,1,
1863,11872,10,88,140,95,95,1128,3,
1863,20868,2,88,140,88,88,140,1,
1863,1863,11,88,140,95,95,1128,4,
1863,9859,3,88,70,88,88,70,1,
1863,40583,1,88,0,88,88,0,1,
1863,27784,1,88,0,88,88,0,1,
1863,44821,3,88,74,88,88,74,1,
1863,1863,3,88,70,88,88,70,1,
1863,1863,3,88,70,88,88,70,1,
1863,12840,3,88,70,88,88,70,1,
1863,6340,1,88,0,88,88,0,1,
1863,3984,3,88,70,88,88,70,1,
1863,29347,1,88,0,88,88,0,1,
1863,1025,21,86,43,86,95,1128,8,
1863,8019,6,71,18,71,71,18,3,
1863,15926,10,86,44,86,86,70,4,
1863,1863,15,86,87,86,95,1128,6,
1863,49528,14,86,44,86,86,70,4,
1863,5526,24,86,43,86,95,1128,9,
1863,8004,4,69,18,69,73,18,2,
1863,1863,15,86,87,86,95,1128,6,
1863,5987,14,86,44,86,86,70,4,
1863,8004,2,69,18,69,69,18,1,
1863,27402,9,86,43,86,88,87,5,
1863,8015,2,70,18,70,70,18,1,
1863,35617,4,86,0,86,86,0,4,
4024,8000,2,87,55,87,87,55,1,
56321,9021,2,52,52,52,52,52,1,
1863,11872,30,94,448,94,95,1128,7,
1863,13950,3,94,140,94,94,1128,1,
1863,1863,1,95,0,95,95,0,1,
56321,9027,2,52,52,52,52,52,1,
53931,53,4,45,45,45,45,45,2,
7000,4355,1,95,0,95,95,0,1,
12345,8000,2,76,37,76,76,37,1,
40262,8000,2,77,37,77,77,37,1,
56321,9025,2,52,52,52,52,52,1,
1863,25728,1,61,0,61,61,0,1,
1863,57208,1,61,0,61,61,0,1,
1863,10552,1,61,0,61,61,0,1,
1863,1193,1,61,0,61,61,0,1,
1863,1863,1,61,0,61,61,0,1,
1863,1863,1,61,0,61,61,0,1,
1863,1863,1,61,0,61,61,0,1,
1863,1863,1,61,0,61,61,0,1,
1863,29872,1,61,0,61,61,0,1,
1863,1863,20,61,61,95,95,1128,6,
7000,8837,1,95,0,95,95,0,1,
6881,16193,1,119,0,119,119,0,1,
7000,19334,1,95,0,95,95,0,1,
1863,1863,2,44,0,44,44,0,2,
56321,9023,2,52,52,52,52,52,1,
1863,35617,1,61,0,61,61,0,1,
1863,49528,1,61,0,61,61,0,1,
1863,27402,2,61,61,61,61,61,1,
1863,15926,1,61,0,61,61,0,1,
1863,5987,1,61,0,61,61,0,1,
1863,29347,2,61,61,61,61,61,1,
1863,3984,1,61,0,61,61,0,1,
1863,6340,2,61,61,61,61,61,1,
1863,12840,1,61,0,61,61,0,1,
1863,1863,1,61,0,61,61,0,1,
1863,1863,1,61,0,61,61,0,1,
1863,44821,1,61,0,61,61,0,1,
1863,27784,1,61,0,61,61,0,1,
1863,40583,1,61,0,61,61,0,1,
1863,9859,1,61,0,61,61,0,1,
1863,20868,2,61,61,61,61,61,1,
1863,1863,2,61,61,61,61,61,1,
1863,1863,1,61,0,61,61,0,1,
1863,1025,1,61,0,61,61,0,1,
1863,11872,1,61,0,61,61,0,1,
1863,35956,1,61,0,61,61,0,1,
1863,5526,1,61,0,61,61,0,1,
7273,7273,1,72,0,72,72,0,1,
56321,9023,2,52,52,52,52,52,1,
7273,7273,3,72,0,72,72,0,3,
7000,4355,1,95,0,95,95,0,1,
50615,20266,336,65,65,1237,1237,1217,116,
56321,9022,2,52,52,52,52,52,1,
7000,19334,1,95,0,95,95,0,1,
7000,33088,1,95,0,95,95,0,1,
56321,9023,2,52,52,52,52,52,1,
50615,20266,643,65,65,1237,1237,1233,321,
7273,7273,1,72,0,72,72,0,1,
56321,9027,2,52,52,52,52,52,1,
56321,9027,2,52,52,52,52,52,1,
1863,8002,2,33,36,33,33,36,1,
62268,45928,687,65,65,104,1237,1233,354,
56321,9022,2,52,52,52,52,52,1,
56321,9022,2,52,52,52,52,52,1,
56321,9022,2,52,52,52,52,52,1,
64041,53,4,37,37,37,37,37,2,
56321,9022,2,52,52,52,52,52,1,
50615,20266,43,65,65,104,1237,1217,21,
56321,9024,2,52,52,52,52,52,1,
7000,8000,1,95,0,95,95,0,1,
56321,9025,2,52,52,52,52,52,1,
7000,7700,1,95,0,95,95,0,1,
50615,20266,631,65,65,1237,1237,1233,316,
53597,3544,2,69,117,69,69,117,1,
56321,9025,2,52,52,52,52,52,1,
7000,8000,1,95,0,95,95,0,1,
56321,9021,2,52,52,52,52,52,1,
56321,9021,2,52,52,52,52,52,1,
4005,8000,2,47,55,47,47,55,1,
12345,8000,4,75,37,75,76,37,2,
56321,9027,2,52,52,52,52,52,1,
1863,30013,2,360,151,360,360,151,1,
7000,28559,1,95,0,95,95,0,1,
62268,45928,36,65,65,104,1237,1217,18,
1863,1863,2,258,202,258,258,202,1,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
4024,8000,2,87,55,87,87,55,1,
50615,20266,409,65,65,1237,1237,1217,149,
7273,8829,2,258,260,258,258,260,1,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
7000,28056,2,28,28,28,28,28,1,
56321,9070,2,52,52,52,52,52,1,
60803,53,8,37,82,37,52,172,4,
56321,9070,2,52,52,52,52,52,1,
50615,20266,192,65,65,1237,1237,1233,71,
6881,35236,2,119,297,119,119,297,1,
56285,9617,1,117,0,117,117,0,1,
7000,8000,1,92,0,92,92,0,1,
52874,9617,1,117,0,117,117,0,1,
62268,45928,284,65,65,65,1237,1217,103,
56321,9021,2,52,52,52,52,52,1,
4000,8000,4,63,39,63,431,319,2,
56321,9027,2,52,52,52,52,52,1,
12345,8000,2,78,37,78,78,37,1,
40262,8000,2,75,37,75,75,37,1,
50615,20266,86,65,65,1237,1237,1217,48,
7000,8000,1,92,0,92,92,0,1,
56321,9025,2,52,52,52,52,52,1,
50805,53,2,1118,54,1118,1118,54,1,
1863,8002,2,33,36,33,33,36,1,
56321,9023,1,52,0,52,52,0,1,
50615,20266,611,65,65,1237,1237,1233,299,
62268,45928,335,65,65,65,1237,1217,221,
56321,9023,2,52,52,52,52,52,1,
7000,8000,1,95,0,95,95,0,1,
49581,9617,1,117,0,117,117,0,1,
56321,9022,2,52,52,52,52,52,1,
7000,8000,1,92,0,92,92,0,1,
56321,9023,2,52,52,52,52,52,1,
4028,8000,2,47,55,47,47,55,1,
59554,19302,3,28,0,28,28,0,3,
65373,53,2,39,135,39,39,135,1,
7000,8000,1,95,0,95,95,0,1,
56321,9027,2,52,52,52,52,52,1,
56321,9027,2,52,52,52,52,52,1,
59554,19302,1,28,0,28,28,0,1,
56321,9022,2,52,52,52,52,52,1,
58772,8000,19,79,91,131,307,835,10,
61693,8000,2,79,110,79,79,110,1,
4016,8000,3,47,55,47,47,87,1,
56321,9022,2,52,52,52,52,52,1,
4000,8000,2,47,55,47,47,55,1,
59554,19302,1,28,0,28,28,0,1,
40262,8000,1,58,0,58,58,0,1,
53597,3544,2,69,117,69,69,117,1,
56321,9022,2,52,52,52,52,52,1,
61692,8000,2,99,99,99,99,99,1,
7000,8706,4,77,38,77,77,38,2,
56321,9022,2,52,52,52,52,52,1,
65388,51724,1,337,0,337,337,0,1,
56321,9024,2,52,52,52,52,52,1,
7000,28056,2,28,28,28,28,28,1,
60005,8000,2,130,130,130,130,130,1,
56321,9025,2,52,52,52,52,52,1,
50615,20266,38,69,65,104,1237,1217,16,
62268,45928,32,65,65,104,1237,1217,14,
59554,19302,1,28,0,28,28,0,1,
56321,9025,1,52,0,52,52,0,1,
57997,8000,2,962,206,962,962,206,1,
56321,9021,2,52,52,52,52,52,1,
40262,8000,1,57,0,57,57,0,1,
50615,20266,320,65,65,104,1237,1217,196,
57997,8000,2,962,206,962,962,206,1,
56321,9021,2,52,52,52,52,52,1,
62268,45928,279,65,65,1237,1237,1217,182,
12345,8000,4,75,37,75,78,37,2,
6881,28631,2,119,297,119,119,297,1,
62294,53,6,35,51,35,39,100,3,
7000,3679,1,95,0,95,95,0,1,
56321,9027,2,52,52,52,52,52,1,
7000,9805,1,67,0,67,67,0,1,
62268,45928,353,65,65,1237,1237,1217,217,
53355,53,6,48,48,48,48,64,3,
7273,8829,2,258,260,258,258,260,1,
52222,20000,2,28,64,28,28,64,1,
52222,62281,4,104,0,104,104,0,4,
56321,9070,2,52,52,52,52,52,1,
56339,8000,2,218,274,218,218,274,1,
4028,8000,14,47,55,55,55,655,7,
56321,9070,2,52,52,52,52,52,1,
52222,62281,2,104,0,104,104,0,2,
40262,8000,1,58,0,58,58,0,1,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
50615,20266,398,65,65,104,1237,1233,150,
52222,62281,3,104,0,104,104,0,3,
59554,19302,1,28,0,28,28,0,1,
56321,9070,2,52,52,52,52,52,1,
7000,5066,1,95,0,95,95,0,1,
64040,53,1,39,0,39,39,0,1,
56321,9070,2,52,52,52,52,52,1,
52222,62281,3,104,0,104,104,0,3,
56339,8000,2,1002,322,1002,1002,322,1,
50615,20266,330,65,65,1237,1237,1233,212,
7000,36502,1,95,0,95,95,0,1,
56321,9070,2,52,52,52,52,52,1,
7000,5066,1,95,0,95,95,0,1,
6881,32764,2,119,297,119,119,297,1,
52222,62281,3,104,0,104,104,0,3,
50615,20266,44,65,65,1237,1237,1217,21,
1863,30013,2,359,151,359,359,151,1,
52222,62281,3,104,0,104,104,0,3,
50615,20266,350,65,65,1237,1237,1233,125,
1863,8002,2,33,36,33,33,36,1,
52222,20000,2,28,64,28,28,64,1,
50615,20266,404,65,65,104,1237,1233,156,
52222,62281,4,104,0,104,104,0,4,
40262,8000,2,148,27,148,148,27,1,
56321,9021,2,52,52,52,52,52,1,
12345,8000,2,75,37,75,75,37,1,
40262,8000,2,75,37,75,75,37,1,
56321,9027,2,52,52,52,52,52,1,
59286,53,14,39,57,47,47,145,7,
52222,62281,3,104,0,104,104,0,3,
7273,8828,2,93,0,98,98,0,2,
56321,9025,2,52,52,52,52,52,1,
3600,3601,1,48,0,48,48,0,1,
7000,28056,2,28,28,28,28,28,1,
56321,9023,1,52,0,52,52,0,1,
50615,20266,400,65,65,1237,1237,1233,146,
62268,45928,352,65,65,104,1237,1233,132,
56321,9023,2,52,52,52,52,52,1,
60005,8000,2,506,386,506,506,386,1,
56285,9617,1,117,0,117,117,0,1,
56321,9022,2,52,52,52,52,52,1,
53597,3544,2,69,117,69,69,117,1,
56321,9023,2,52,52,52,52,52,1,
56321,9027,2,52,52,52,52,52,1,
52222,20000,2,28,64,28,28,64,1,
56321,9027,2,52,52,52,52,52,1,
6881,14181,2,119,297,119,119,297,1,
52874,9617,2,117,121,117,117,121,1,
56321,9022,2,52,52,52,52,52,1,
50615,20266,334,65,65,104,1237,1217,215,
62268,45928,6,104,72,104,1237,72,5,
56321,9022,2,52,52,52,52,52,1,
56321,9022,2,52,52,52,52,52,1,
7000,47294,1,95,0,95,95,0,1,
56321,9022,2,52,52,52,52,52,1,
56321,9024,2,52,52,52,52,52,1,
3601,3600,2,48,56,48,48,56,1,
62452,20000,2,28,64,28,28,64,1,
7000,28056,2,28,28,28,28,28,1,
62452,50349,4,108,0,108,108,0,4,
56321,9025,2,52,52,52,52,52,1,
62452,42109,371,61,72,108,1245,1241,224,
10055,80,2,52,24,52,52,24,1,
49581,9617,1,117,0,117,117,0,1,
59617,8000,2,242,274,242,242,274,1,
56321,9025,1,52,0,52,52,0,1,
50615,20266,66,65,65,65,1237,1217,33,
62452,50349,2,108,0,108,108,0,2,
56321,9021,2,52,52,52,52,52,1,
4005,8000,2,47,55,47,47,55,1,
12345,8000,4,77,37,77,78,37,2,
4019,8000,4,47,55,47,47,199,2,
56321,9021,2,52,52,52,52,52,1,
56321,9027,2,52,52,52,52,52,1,
62452,50349,4,108,0,108,108,0,4,
52222,20000,2,28,64,28,28,64,1,
7000,17257,1,95,0,95,95,0,1,
7000,6695,1,95,0,95,95,0,1,
56321,9070,2,52,52,52,52,52,1,
62452,50349,3,108,0,108,108,0,3,
56321,9070,2,52,52,52,52,52,1,
61692,8000,1,99,0,99,99,0,1,
56321,9070,2,52,52,52,52,52,1,
7000,15823,1,95,0,95,95,0,1,
50615,20266,382,65,65,65,1237,1217,145,
62452,50349,3,108,0,108,108,0,3,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
1863,8002,2,33,36,33,33,36,1,
12345,8000,2,149,26,149,149,26,1,
7000,8392,11,92,45,1067,1079,77,9,
62452,50349,3,108,0,108,108,0,3,
62452,20000,2,28,64,28,28,64,1,
56321,9070,2,52,52,52,52,52,1,
61564,8000,2,130,130,130,130,130,1,
56321,9070,2,52,52,52,52,52,1,
62452,50349,3,108,0,108,108,0,3,
7000,8706,4,77,38,77,77,38,2,
6881,21800,2,119,297,119,119,297,1,
6881,32720,1,67,0,67,67,0,1,
6881,21576,1,67,0,67,67,0,1,
62452,42109,482,73,73,1245,1245,1241,189,
50615,20266,676,65,65,65,1237,1233,253,
62452,50349,3,108,0,108,108,0,3,
59241,20000,8,28,64,28,28,64,4,
59241,55385,19,104,0,104,104,0,19,
59241,55385,18,104,0,104,104,0,18,
59245,50722,4,108,0,108,108,0,4,
59245,16690,53,61,72,108,1245,1225,28,
59241,55385,20,104,0,104,104,0,20,
4005,8000,3,47,71,47,47,87,1,
50615,20266,310,65,65,104,1237,1217,198,
59241,55385,20,104,0,104,104,0,20,
59245,50722,3,108,0,108,108,0,3,
56339,8000,2,218,298,218,218,298,1,
12345,8000,2,76,37,76,76,37,1,
59245,16690,354,72,72,1245,1245,1241,227,
62452,42109,811,72,72,605,1245,1241,446,
59241,55385,14,104,0,104,104,0,14,
59241,55385,14,104,0,104,104,0,14,
40262,8000,2,75,37,75,75,37,1,
59245,50722,3,108,0,108,108,0,3,
50615,20266,377,65,65,1237,1237,1233,143,
7000,25224,1,92,0,92,92,0,1,
61564,8000,2,242,274,242,242,274,1,
54017,62497,1,337,0,337,337,0,1,
6881,8642,1,119,0,119,119,0,1,
50615,20266,67,65,65,65,1237,1217,31,
7000,28056,3,28,28,66,66,28,2,
7000,28793,1,95,0,95,95,0,1,
62452,42109,35,72,72,73,1245,1241,19,
53092,20000,4,28,64,28,28,64,2,
59245,50722,3,108,0,108,108,0,3,
59245,50722,4,108,0,108,108,0,4,
7000,28793,1,95,0,95,95,0,1,
4028,8000,4,47,55,47,47,199,2,
62452,42109,601,73,72,1245,1245,1241,298,
1863,30013,2,359,151,359,359,151,1,
50615,20266,257,65,65,1237,1237,1217,97,
59245,20000,6,28,64,28,28,64,3,
62452,42109,32,72,73,72,1245,1241,17,
59245,50722,3,108,0,108,108,0,3,
4016,8000,2,47,55,47,47,55,1,
64365,53,4,42,179,42,42,250,2,
50615,20266,429,65,65,1237,1237,1233,151,
62452,42109,378,72,72,129,1245,1241,244,
54212,20000,2,28,64,28,28,64,1,
54212,61620,19,104,0,104,104,0,19,
54212,61620,18,104,0,104,104,0,18,
59245,50722,3,108,0,108,108,0,3,
4000,8000,4,47,55,47,47,199,2,
4016,8000,2,47,199,47,47,199,1,
7000,7700,1,95,0,95,95,0,1,
54212,61620,21,104,0,104,104,0,21,
54212,61620,20,104,0,104,104,0,20,
59245,50722,2,108,0,108,108,0,2,
62452,42109,34,72,72,1245,1245,1241,18,
7000,7800,1,95,0,95,95,0,1,
54212,61620,13,104,0,104,104,0,13,
59245,16690,36,72,72,73,1245,1225,19,
58866,53,4,38,80,38,38,121,2,
54212,61620,13,104,0,104,104,0,13,
62452,20000,2,28,64,28,28,64,1,
50615,20266,391,65,65,1237,1237,1233,188,
62452,42109,183,73,72,1245,1245,1241,115,
7000,28056,4,28,28,28,66,76,2,
56285,9617,1,117,0,117,117,0,1,
52246,53,10,36,63,36,39,145,5,
62971,20000,2,28,64,28,28,64,1,
62971,64617,19,104,0,104,104,0,19,
62971,64617,18,104,0,104,104,0,18,
50615,20266,38,65,65,72,1237,1217,18,
12345,8000,4,75,37,75,77,37,2,
62971,64617,20,104,0,104,104,0,20,
62971,64617,20,104,0,104,104,0,20,
59245,20000,4,28,64,28,28,64,2,
62452,42109,45,72,73,1245,1245,1241,25,
1863,8002,2,33,36,33,33,36,1,
52874,9617,1,117,0,117,117,0,1,
6881,38199,1,119,0,119,119,0,1,
59245,16690,204,72,72,1245,1245,1225,126,
62971,64617,14,104,0,104,104,0,14,
62971,64617,13,104,0,104,104,0,13,
50615,20266,36,65,65,104,1237,1217,18,
7000,8000,1,92,0,92,92,0,1,
7000,7700,1,95,0,95,95,0,1,
55763,53,4,39,82,39,39,123,2,
4019,8000,2,47,119,47,47,119,1,
1863,1863,2,44,0,44,44,0,2,
62975,20000,2,28,64,28,28,64,1,
62975,51574,18,104,0,104,104,0,18,
62975,51574,17,104,0,104,104,0,17,
50615,20266,186,65,65,1237,1237,1233,70,
62452,42109,91,73,72,1245,1245,1241,53,
62452,42109,128,72,72,1245,1245,1241,80,
50615,20266,188,65,65,72,1237,1233,119,
62975,51574,21,104,0,104,104,0,21,
62975,51574,20,104,0,104,104,0,20,
61564,8000,4,274,178,282,282,370,2,
62452,20000,2,28,64,28,28,64,1,
10055,80,1,16,0,16,16,0,1,
58359,53,6,45,61,48,48,258,3,
49581,9617,1,117,0,117,117,0,1,
7000,28056,4,28,28,28,66,76,2,
6881,9981,2,119,297,119,119,297,1,
7000,32213,1,95,0,95,95,0,1,
62975,51574,13,104,0,104,104,0,13,
62975,51574,13,104,0,104,104,0,13,
62452,42109,185,72,72,129,1245,1241,116,
50615,20266,187,65,65,1237,1237,1233,71,
1863,1863,2,44,0,44,44,0,2,
4028,8000,2,159,247,159,159,247,1,
62980,20000,6,28,64,28,28,64,3,
62980,50150,18,104,0,104,104,0,18,
62980,50150,17,104,0,104,104,0,17,
62452,42109,34,72,72,1245,1245,1241,18,
62980,50150,21,104,0,104,104,0,21,
62980,50150,20,104,0,104,104,0,20,
50615,20266,50,65,65,104,1237,1217,28,
61564,8000,2,234,234,234,234,234,1,
7000,24054,1,95,0,95,95,0,1,
7000,8000,1,95,0,95,95,0,1,
58774,8000,19,79,91,131,299,835,10,
61345,53,2,36,292,36,36,292,1,
61347,8000,2,79,110,79,79,110,1,
12345,8000,2,78,37,78,78,37,1,
62980,50150,13,104,0,104,104,0,13,
62980,50150,13,104,0,104,104,0,13,
40262,8000,2,75,37,75,75,37,1,
61346,8000,2,99,99,99,99,99,1,
52373,20000,4,28,64,28,28,64,2,
52373,58098,18,104,0,104,104,0,18,
52373,58098,17,104,0,104,104,0,17,
62452,42109,170,72,73,1245,1245,1241,115,
7000,28056,2,28,28,28,28,28,1,
52373,58098,21,104,0,104,104,0,21,
52373,58098,20,104,0,104,104,0,20,
7000,39815,1,95,0,95,95,0,1,
52373,58098,21,104,0,104,104,0,21,
52373,58098,20,104,0,104,104,0,20,
50615,20266,45,65,65,1237,1237,1217,18,
59245,20000,4,28,64,28,28,64,2,
62452,42109,35,72,72,1245,1245,1241,18,
52373,58098,21,104,0,104,104,0,21,
52373,58098,20,104,0,104,104,0,20,
62452,42109,839,73,72,1245,1245,1241,417,
56321,9025,2,52,52,52,52,52,1,
7000,8706,4,77,38,77,77,38,2,
56321,9027,2,52,52,52,52,52,1,
52373,58098,3,104,0,104,104,0,3,
52373,58098,3,104,0,104,104,0,3,
62452,42109,599,72,72,1245,1245,1241,309,
56321,9025,2,52,52,52,52,52,1,
6881,33411,2,119,297,119,119,297,1,
56321,9023,2,52,52,52,52,52,1,
50615,20266,623,65,65,65,1237,1217,310,
53326,53,4,42,95,42,42,122,2,
1863,8002,2,33,36,33,33,36,1,
62452,20000,2,28,64,28,28,64,1,
56321,9021,1,52,0,52,52,0,1,
56321,9026,2,52,52,52,52,52,1,
7000,28056,2,28,28,28,28,28,1,
53102,20000,2,28,64,28,28,64,1,
62452,42109,445,72,72,129,1245,1241,248,
56321,9025,2,52,52,52,52,52,1,
4005,8000,2,47,55,47,47,55,1,
50615,20266,44,65,65,1237,1237,1233,19,
10055,80,1,36,0,36,36,0,1,
53102,55867,13,108,0,108,108,0,13,
12345,8000,4,76,37,76,77,37,2,
53102,55867,12,108,0,108,108,0,12,
56321,9024,2,52,52,52,52,52,1,
62452,42109,297,72,72,73,1245,1241,118,
53102,55867,21,108,0,108,108,0,21,
53102,55867,20,108,0,108,108,0,20,
56321,9022,2,52,52,52,52,52,1,
1863,30013,2,359,151,359,359,151,1,
59245,20000,4,28,64,28,28,64,2,
56321,9026,2,52,52,52,52,52,1,
1863,1863,2,258,202,258,258,202,1,
53102,55867,14,108,0,108,108,0,14,
53102,55867,13,108,0,108,108,0,13,
56321,9025,2,52,52,52,52,52,1,
7000,4163,1,95,0,95,95,0,1,
50615,20266,172,65,65,104,1237,1233,112,
4016,8000,2,87,167,87,87,167,1,
56321,9024,2,52,52,52,52,52,1,
56321,9023,1,52,0,52,52,0,1,
50615,20266,488,65,65,1237,1237,1233,219,
56321,9026,2,52,52,52,52,52,1,
56321,9025,2,52,52,52,52,52,1,
53109,20000,4,28,64,28,28,64,2,
53109,53806,4,104,0,104,104,0,4,
53109,53806,308,65,53,163,1237,1237,193,
62452,42109,273,72,73,1245,1245,1241,175,
56321,9021,2,52,52,52,52,52,1,
4016,8000,4,55,71,55,63,967,2,
56285,9617,2,117,121,117,117,121,1,
56321,9022,2,52,52,52,52,52,1,
7000,39815,171,1065,77,1072,1080,85,153,
53109,53806,3,104,0,104,104,0,3,
62452,42109,196,72,72,1245,1245,1241,124,
59245,16690,285,73,73,1245,1245,1241,106,
53109,53806,190,65,65,1237,1237,1237,72,
7000,28056,2,28,28,28,28,28,1,
4019,8000,2,71,47,71,71,47,1,
56321,9021,2,52,52,52,52,52,1,
4016,8000,4,71,39,111,111,39,2,
61856,53,2,51,106,51,51,106,1,
56321,9027,2,52,52,52,52,52,1,
59245,16690,333,72,72,108,1245,1241,215,
4024,8000,2,47,55,47,47,55,1,
53109,53806,3,104,0,104,104,0,3,
4005,8000,24,47,207,47,47,1047,12,
50615,20266,282,65,65,1237,1237,1233,102,
56321,9070,2,52,52,52,52,52,1,
59245,20000,4,28,64,28,28,64,2,
62452,42109,330,72,72,1245,1245,1241,213,
4016,8000,4,63,119,87,87,863,2,
